0,1,-48.3383
0,2,-42.8582
0,3,-102.974
0,4,-43.4982
0,5,-100.835
1,6,100
1,7,-50
1,8,-102.97
1,9,-50
1,10,-100.407
1,11,-26.1669
1,12,-50
2,13,100
3,14,100
3,15,-101.452
3,16,-27.9754
3,17,-27.4624
3,18,-27.4309
3,19,-101.571
3,20,-50
3,21,-102.446
3,22,-102.773
3,23,-50
3,24,-50
3,25,-50
3,26,-50
3,27,-27.1452
3,28,-27.9472
3,29,-102.98
4,30,100
4,31,-25.927
4,32,-102.405
4,33,-101.266
4,34,-50
5,35,100
6,36,100
6,37,-101.275
6,38,-25.9322
7,39,100
8,40,100
8,41,-50
9,42,100
9,43,-50
10,44,100
11,45,100
12,46,100
13,47,100
14,48,100
15,49,100
15,50,-25.9179
16,51,100
16,52,-50
16,53,-50
17,54,100
17,55,-25.6573
18,56,100
19,57,100
20,58,100
21,59,100
22,60,100
23,61,100
24,62,100
25,63,100
26,64,100
27,65,100
28,66,100
29,67,100
30,68,100
31,69,100
32,70,100
33,71,100
33,72,-50
34,73,100
35,74,100
36,75,100
37,76,100
38,77,100
39,78,100
39,79,-50
39,80,-50
40,81,100
41,82,100
42,83,100
43,84,100
44,85,100
44,86,-50
45,87,100
45,88,-50
45,89,-32.792
46,90,100
46,91,-38.5554
46,92,-38.4879
46,93,-38.4787
47,94,100
48,95,100
48,96,-50
48,97,-43.0312
48,98,-45.9401
48,99,-50
49,100,100
50,101,100
51,102,100
52,103,100
53,104,100
54,105,100
55,106,100
56,107,100
56,108,-46.8341
56,109,-46.6963
56,110,-46.2416
56,111,-43.1464
57,112,100
57,113,-38.9544
58,114,100
59,115,100
60,116,100
61,117,100
62,118,100
63,119,100
64,120,100
65,121,100
65,122,-46.0444
66,123,100
67,124,100
68,125,100
68,126,-38.6564
68,127,-46.096
69,128,100
70,129,100
71,130,100
72,131,100
73,132,100
73,133,-50
73,134,-47.7751
74,135,100
75,136,100
76,137,100
76,138,-43.1164
76,139,-45.9797
76,140,-46.2512
76,141,-46.7374
76,142,-43.8551
77,143,100
77,144,-50
78,145,100
79,146,100
80,147,100
81,148,100
82,149,100
82,150,-42.8002
82,151,-32.6508
83,152,100
83,153,-46.2992
84,154,100
85,155,100
86,156,100
86,157,-46.2347
86,158,-46.1249
86,159,-32.6422
86,160,-43.7264
87,161,100
87,162,-46.4069
88,163,100
89,164,100
89,165,-43.0271
90,166,100
91,167,100
92,168,100
93,169,100
94,170,100
94,171,-48.591
94,172,-32.6683
94,173,-43.8091
95,174,100
96,175,100
97,176,100
98,177,100
99,178,100
100,179,100
101,180,100
101,181,-46.6598
101,182,-102.207
102,183,100
103,184,100
104,185,100
105,186,100
106,187,100
107,188,100
108,189,100
108,190,-46.0478
109,191,100
109,192,-38.5368
110,193,100
110,194,-46.3993
111,195,100
112,196,100
112,197,-101.184
113,198,100
114,199,100
114,200,-46.7516
115,201,100
115,202,-48.0383
116,203,100
116,204,-46.1453
116,205,-34.482
117,206,100
118,207,100
119,208,100
120,209,100
121,210,100
122,211,100
123,212,100
123,213,-46.5797
123,214,-46.7505
123,215,-43.8669
124,216,100
125,217,100
126,218,100
127,219,100
127,220,-46.481
127,221,-46.178
128,222,100
129,223,100
129,224,-46.8197
130,225,100
130,226,-42.9941
131,227,100
132,228,100
133,229,100
134,230,100
135,231,100
136,232,100
136,233,-47.8539
137,234,100
138,235,100
138,236,-46.6136
138,237,-46.2332
139,238,100
140,239,100
140,240,-46.3476
141,241,100
142,242,100
143,243,100
143,244,-46.2009
144,245,100
144,246,-46.282
145,247,100
146,248,100
147,249,100
148,250,100
149,251,100
149,252,-38.5884
150,253,100
151,254,100
152,255,100
153,256,100
154,257,100
154,258,-46.0622
155,259,100
155,260,-42.8979
156,261,100
157,262,100
158,263,100
159,264,100
160,265,100
161,266,100
162,267,100
163,268,100
163,269,-46.5824
164,270,100
164,271,-46.2622
164,272,-46.4216
164,273,-46.6355
164,274,-47.6776
165,275,100
165,276,-46.619
166,277,100
167,278,100
168,279,100
169,280,100
170,281,100
171,282,100
171,283,-46.6786
172,284,100
173,285,100
174,286,100
175,287,100
176,288,100
177,289,100
178,290,100
178,291,-48.3767
179,292,100
180,293,100
181,294,100
182,295,100
183,296,100
184,297,100
185,298,100
186,299,100
187,300,100
188,301,100
189,302,100
