0,1,-50
0,2,-102.448
0,3,-50
0,4,-48.6792
1,5,100
2,6,100
2,7,-25.9201
3,8,100
4,9,100
5,10,100
6,11,100
7,12,100
7,13,-34.5533
8,14,100
9,15,100
10,16,100
11,17,100
12,18,100
13,19,100
13,20,-101.527
14,21,100
15,22,100
16,23,100
16,24,-102.967
17,25,100
17,26,-102.97
18,27,100
19,28,100
20,29,100
21,30,100
22,31,100
23,32,100
23,33,-50
24,34,100
24,35,-50
24,36,-26.2279
25,37,100
25,38,-26.2108
25,39,-100.845
26,40,100
27,41,100
28,42,100
28,43,-26.1434
28,44,-100.977
28,45,-100.432
28,46,-100.473
28,47,-27.246
29,48,100
30,49,100
31,50,100
32,51,100
33,52,100
34,53,100
35,54,100
36,55,100
37,56,100
37,57,-100.972
38,58,100
39,59,100
40,60,100
41,61,100
41,62,-102.783
42,63,100
43,64,100
43,65,-25.8588
44,66,100
45,67,100
46,68,100
47,69,100
48,70,100
49,71,100
50,72,100
51,73,100
52,74,100
53,75,100
54,76,100
55,77,100
56,78,100
57,79,100
58,80,100
59,81,100
59,82,-50
60,83,100
60,84,-27.3819
61,85,100
62,86,100
63,87,100
64,88,100
65,89,100
66,90,100
67,91,100
68,92,100
69,93,100
70,94,100
71,95,100
72,96,100
73,97,100
74,98,100
74,99,-50
75,100,100
75,101,-26.2258
75,102,-100.963
75,103,-50
75,104,-26.2381
76,105,100
77,106,100
78,107,100
79,108,100
79,109,-50
79,110,-26.1889
79,111,-26.0662
80,112,100
81,113,100
81,114,-101.334
82,115,100
82,116,-100.936
83,117,100
84,118,100
84,119,-50
84,120,-27.3105
84,121,-50
84,122,-34.4163
84,123,-100.929
84,124,-50
84,125,-26.0665
84,126,-27.2304
84,127,-101.317
85,128,100
85,129,-100.934
85,130,-101.468
85,131,-50
85,132,-50
86,133,100
86,134,-50
86,135,-101.899
86,136,-102.112
86,137,-50
87,138,100
87,139,-50
87,140,-26.275
88,141,100
89,142,100
90,143,100
90,144,-100.658
90,145,-50
90,146,-26.0596
90,147,-38.5708
91,148,100
92,149,100
93,150,100
93,151,-102.967
93,152,-50
93,153,-100.973
93,154,-50
93,155,-27.35
93,156,-27.3503
93,157,-50
93,158,-25.6166
94,159,100
94,160,-101.267
94,161,-32.6779
94,162,-50
94,163,-101.464
95,164,100
95,165,-33.0064
95,166,-50
95,167,-27.1869
96,168,100
97,169,100
98,170,100
98,171,-100.447
98,172,-25.7038
98,173,-50
99,174,100
100,175,100
101,176,100
101,177,-26.591
101,178,-27.3222
101,179,-27.1619
102,180,100
102,181,-102.954
102,182,-50
102,183,-50
103,184,100
104,185,100
105,186,100
105,187,-27.364
105,188,-26.1917
106,189,100
106,190,-50
107,191,100
108,192,100
108,193,-50
108,194,-26.776
108,195,-26.5871
108,196,-50
108,197,-100.446
108,198,-100.494
108,199,-26.1667
108,200,-50
108,201,-100.423
108,202,-25.616
109,203,100
110,204,100
110,205,-50
110,206,-50
110,207,-50
111,208,100
112,209,100
112,210,-100.484
112,211,-50
112,212,-27.3672
112,213,-50
113,214,100
114,215,100
114,216,-50
115,217,100
116,218,100
116,219,-102.963
116,220,-26.5844
117,221,100
117,222,-100.868
118,223,100
119,224,100
120,225,100
120,226,-50
120,227,-50
121,228,100
122,229,100
122,230,-50
122,231,-26.6887
123,232,100
123,233,-50
123,234,-50
124,235,100
124,236,-50
124,237,-25.7193
124,238,-50
125,239,100
125,240,-100.475
126,241,100
127,242,100
127,243,-50
127,244,-50
127,245,-26.606
127,246,-100.455
128,247,100
128,248,-100.928
128,249,-50
128,250,-50
128,251,-50
128,252,-26.1438
129,253,100
130,254,100
131,255,100
131,256,-50
132,257,100
133,258,100
134,259,100
135,260,100
136,261,100
137,262,100
138,263,100
139,264,100
140,265,100
141,266,100
142,267,100
143,268,100
143,269,-26.0661
143,270,-27.8396
144,271,100
145,272,100
146,273,100
147,274,100
148,275,100
149,276,100
150,277,100
151,278,100
152,279,100
153,280,100
154,281,100
155,282,100
156,283,100
157,284,100
158,285,100
159,286,100
159,287,-101.498
160,288,100
160,289,-26.569
161,290,100
162,291,100
163,292,100
164,293,100
165,294,100
166,295,100
167,296,100
167,297,-50
167,298,-26.0538
167,299,-100.459
168,300,100
169,301,100
169,302,-50
170,303,100
170,304,-101.448
170,305,-26.5176
170,306,-50
171,307,100
172,308,100
173,309,100
174,310,100
175,311,100
176,312,100
177,313,100
177,314,-38.4654
177,315,-26.5688
178,316,100
179,317,100
179,318,-38.4424
179,319,-38.5774
180,320,100
180,321,-26.5918
181,322,100
182,323,100
183,324,100
