0,1,-50
0,2,-43.3395
1,3,100
1,4,-102.975
1,5,-100.842
1,6,-39.0688
1,7,-46.0565
2,8,100
2,9,-25.8933
2,10,-27.3507
2,11,-25.9354
2,12,-42.8466
2,13,-50
2,14,-50
2,15,-50
2,16,-50
2,17,-50
3,18,100
3,19,-50
3,20,-50
3,21,-101.487
3,22,-100.343
4,23,100
4,24,-50
5,25,100
5,26,-102.634
5,27,-102.977
5,28,-50
5,29,-50
5,30,-100.831
6,31,100
6,32,-27.4959
7,33,100
8,34,100
9,35,100
9,36,-26.006
10,37,100
10,38,-27.2759
10,39,-47.7221
10,40,-26.0357
11,41,100
12,42,100
12,43,-50
13,44,100
13,45,-26.1826
14,46,100
15,47,100
15,48,-100.436
15,49,-100.439
15,50,-26.2226
16,51,100
17,52,100
18,53,100
18,54,-26.0918
19,55,100
19,56,-50
19,57,-101.563
20,58,100
21,59,100
22,60,100
23,61,100
23,62,-101.187
23,63,-25.992
23,64,-29.1401
24,65,100
24,66,-100.979
25,67,100
25,68,-50
26,69,100
26,70,-38.4106
26,71,-38.2689
27,72,100
27,73,-50
27,74,-50
27,75,-50
28,76,100
29,77,100
29,78,-50
29,79,-50
30,80,100
31,81,100
31,82,-50
32,83,100
32,84,-42.9603
33,85,100
33,86,-45.2808
34,87,100
35,88,100
35,89,-50.0384
36,90,100
36,91,-50.2824
37,92,100
38,93,100
39,94,100
40,95,100
41,96,100
42,97,100
42,98,-50
43,99,100
44,100,100
44,101,-50
44,102,-50
44,103,-50
44,104,-50
44,105,-50
44,106,-50
44,107,-50
44,108,-100.441
44,109,-50
44,110,-100.944
44,111,-50
44,112,-50
44,113,-102.984
44,114,-50
44,115,-50
44,116,-50
44,117,-27.1702
44,118,-50
45,119,100
46,120,100
47,121,100
47,122,-34.8079
47,123,-42.9427
47,124,-47.4475
47,125,-46.3214
47,126,-26.6884
47,127,-26.6143
48,128,100
48,129,-50
49,130,100
50,131,100
50,132,-39.1283
51,133,100
51,134,-43.5138
52,135,100
53,136,100
54,137,100
55,138,100
56,139,100
57,140,100
58,141,100
58,142,-50
58,143,-45.1704
58,144,-50
59,145,100
60,146,100
61,147,100
62,148,100
62,149,-25.9858
62,150,-26.0009
63,151,100
63,152,-46.7327
64,153,100
65,154,100
66,155,100
66,156,-26.664
67,157,100
67,158,-27.1867
67,159,-27.1716
68,160,100
68,161,-102.961
69,162,100
69,163,-102.976
70,164,100
70,165,-102.773
70,166,-50
71,167,100
72,168,100
73,169,100
73,170,-46.3213
74,171,100
75,172,100
76,173,100
77,174,100
78,175,100
79,176,100
80,177,100
81,178,100
82,179,100
83,180,100
84,181,100
85,182,100
86,183,100
87,184,100
87,185,-50
87,186,-50
88,187,100
88,188,-50
88,189,-50
88,190,-50
89,191,100
90,192,100
91,193,100
92,194,100
93,195,100
